order_id,merchant_id,amount,hour_of_day,device_age_days,customer_account_age_days,ip_country_mismatch,billing_shipping_mismatch,velocity_txns_last_hour,amount_vs_customer_avg_ratio,payment_method_risk_score,cod_to_prepaid_flip,new_payment_instrument,failed_attempts_before_success,is_fraud
order_000033,merch_006,4471.749917764675,19,289.9212289831968,151.10546833216426,0,0,0,1.4861995031402142,0.15584427467108797,0,0,0,0
order_000034,merch_020,1219.524034132452,10,103.3596299341814,103.3772852519401,0,0,0,0.839149868504795,0.35124231529217337,0,0,0,0
order_000035,merch_009,1641.2673627887168,21,58.289367161647654,2229.052579118968,0,0,1,0.44760549067912436,0.22913942801744477,0,0,0,0
order_000036,merch_017,3434.7569287738415,20,151.11047432935203,306.6323047389288,0,0,0,0.3777718196448196,0.3403871175938238,0,0,0,0
order_000037,merch_003,6423.027461132657,13,29.503254553141094,50.08920053792125,0,0,0,1.3081090037944276,0.06909969116248892,0,0,0,0
order_000038,merch_020,852.3180619422947,16,48.45227211317364,65.67591225532483,0,0,0,0.7251618779046178,0.2790415666932241,0,0,0,0
order_000039,merch_001,718.0963511992749,13,0.0,278.89516201479023,0,0,1,1.8704420215887652,0.2640644346734258,0,0,0,0
order_000040,merch_013,963.3436221812711,17,142.0030357129413,954.2749556813142,0,0,1,1.5431523192835608,0.09590432867526273,0,0,0,0
order_000041,merch_005,761.2842480802593,16,120.644305351504,298.3103406018387,0,0,2,1.154528418352666,0.2400100381436222,0,0,0,0
order_000042,merch_016,541.3466069545503,9,85.20018053939246,381.8424056695,0,0,0,0.619147176571992,0.22997508011523793,0,0,0,0
order_000043,merch_010,458.2468368680182,14,488.0711389580351,915.0291457605065,0,0,1,1.0203976124596172,0.35058866169170116,0,0,0,0
order_000044,merch_001,616.3045555179659,11,65.79552908370198,252.34278344833916,0,1,1,1.2228987805587381,0.09461266155254063,0,1,0,0
order_000045,merch_016,3231.6068566393005,20,11.174989082780769,18.986909689222752,0,1,5,3.7920628625335495,0.5718182553914988,0,1,2,1
order_000046,merch_018,457.4238494582768,9,365.66619410164645,363.8486756471574,0,0,0,0.8982023538007694,0.3425868224921997,0,0,0,0
order_000047,merch_018,870.8404563235566,8,171.2501930029569,332.5969915574893,0,0,0,1.1874325161875563,0.14767746318771705,0,0,0,0
order_000048,merch_020,356.2750578270251,16,76.85621453258939,617.0882707328261,0,0,1,0.892454239419737,0.3846724015496609,0,1,0,0
order_000049,merch_002,1873.504897877498,14,254.43709643165377,291.75717518714555,0,0,0,0.8923663244088473,0.16541823482043663,0,1,0,0
order_000050,merch_014,371.5482057617189,12,8.3870320901019,54.98350258089141,0,0,1,1.105814501789529,0.13903960646138178,1,0,0,0
order_000051,merch_011,2098.965882989944,23,85.8072038562182,67.59638068382372,0,1,0,0.7651706636283334,0.27574880447362715,0,0,0,0
order_000052,merch_019,50.0,9,328.76508205982555,176.40075201817254,0,0,0,1.2598395361756898,0.15915069561982886,0,0,1,0
order_000053,merch_003,927.9490301649136,14,31.450654261202803,272.02247980188514,0,0,0,1.1120223600586503,0.23320111831976537,0,0,0,0
order_000054,merch_019,1243.2598158535625,18,28.266116343327678,437.41570318088026,0,0,0,1.7619453310368032,0.029308898378741892,0,0,0,0
order_000055,merch_012,2125.4347012729113,11,149.2051489075304,86.60005320109109,0,0,0,0.35248149923970434,0.17378075787095676,0,1,0,0
order_000056,merch_017,395.9069513613167,7,174.093713728215,283.8512952643785,0,0,0,0.7522979080685102,0.09384496797937886,0,0,0,0
order_000057,merch_015,254.3901118990222,11,52.58969978407925,811.3809530736203,0,0,0,0.838678874270291,0.6318250001460485,0,0,0,0
order_000058,merch_020,576.7507510686225,20,9.276445110418798,239.518781517475,0,1,3,0.9791322221294,0.236406008584052,0,0,1,0
order_000059,merch_002,2232.3855733540368,19,202.01102025964914,100.37006752537314,0,0,0,0.7582861007456768,0.13493765953837608,0,1,1,0
order_000060,merch_008,1849.8779472118913,16,62.63899731942105,12.203280984743916,0,1,0,1.2996968444245607,0.3736768223288772,0,1,1,0
order_000061,merch_001,2258.2776094817164,21,0.0,32.717115112038755,0,1,4,5.6915108340279925,0.6506320061799206,0,1,1,0
order_000062,merch_016,839.3427184475786,14,547.2654990401577,394.5215065616111,1,0,0,1.2855717562668696,0.053578153118721154,0,0,0,0
order_000063,merch_020,5355.979530958233,15,283.66169696869036,411.08807415361326,0,0,0,0.9533091849495122,0.029413501011184878,0,0,0,0
order_000064,merch_011,368.33896710773826,15,22.134412058626477,0.0,0,0,0,1.0785604042425185,0.04569472922514162,0,0,0,0
order_000065,merch_007,50.0,17,223.04231465612025,215.98140386975274,0,0,0,0.7111726555448477,0.14983596078411582,0,1,0,0
order_000066,merch_001,315.22934970132,9,70.42402001754782,141.83691565525226,0,1,1,1.4746825596058675,0.48577674275196703,1,1,0,0
order_000067,merch_001,50.0,12,563.9586020087212,110.34595154846086,0,0,0,0.9521905811369842,0.0869908340893208,0,0,0,0
order_000068,merch_001,730.6758409057691,20,246.90742050023724,224.59204436395288,0,0,2,0.6133817521376619,0.08667142006768588,0,0,0,0
order_000069,merch_020,50.0,19,102.40064245507372,731.7971898370918,0,1,1,1.5587312122898713,0.14277387093796523,0,0,0,0
order_000070,merch_018,539.3974969193284,15,78.45119505678291,336.8354215869543,0,0,0,1.0507210661693904,0.18470024422531667,0,1,1,0
order_000071,merch_017,1148.121942767061,20,464.97147822111936,378.4930899233436,0,0,0,0.9948651643201846,0.16781137731419343,0,0,0,0
order_000072,merch_001,616.5730142277152,20,161.34351744117095,371.6869086483236,0,0,1,1.0960128928306385,0.12710475198465626,0,0,1,0
order_000073,merch_001,228.01185517125407,6,64.35184596481216,604.7812333804885,0,1,1,0.8242579916084725,0.041382784032863565,0,0,0,0
order_000074,merch_004,605.2262051729945,16,37.96487442895521,208.37145991016303,0,0,0,1.0661456732178238,0.10796780095817224,0,0,0,0
order_000075,merch_014,1747.8741671202288,6,25.146829221342415,138.19949978433976,0,0,1,1.8577798066054518,0.19817151190215243,0,0,0,0
order_000076,merch_012,434.3858329701426,11,357.5305772646593,733.4319262489172,0,0,2,2.319996432760911,0.48561454020586015,0,0,0,0
order_000077,merch_002,1267.3747019872321,7,93.2008644243993,119.6044510076338,0,0,1,1.3825185808057543,0.2414754847083624,0,0,0,0
order_000078,merch_012,259.62432840770424,7,140.98358128526695,625.0246186293476,0,0,0,0.7995280265409431,0.040963798559327275,0,1,0,0
order_000079,merch_011,1086.3736127402199,7,101.65424148684839,218.32349298279635,0,0,0,1.2609200484016505,0.14421208280833459,0,0,0,0
order_000080,merch_017,1792.5751036588194,20,43.588235013633025,0.0,0,0,0,1.5749813695002635,0.17179213358915346,0,0,2,0
order_000081,merch_010,576.7293846669301,10,695.046044528751,299.5334267149706,0,0,0,0.7965396123206604,0.3884809656200763,0,1,1,0
order_000082,merch_018,1188.2720311108983,21,175.2118400226621,557.2621299511244,0,0,0,1.241286542963473,0.27242858462653446,0,0,1,0
order_000083,merch_004,382.4004146301846,14,218.77024294209647,629.5672811671409,0,0,2,0.5848583136848187,0.1437486287030973,0,0,0,0
order_000084,merch_006,396.29868336648553,23,1452.858852131643,1254.519684654141,0,0,1,0.9529655852229778,0.2474436318056138,0,0,0,0
order_000085,merch_002,5804.569841516256,15,99.70156028705149,137.28044541265723,0,0,0,1.3578684879062528,0.07028640278277798,0,1,1,0
order_000086,merch_018,873.2049502272739,13,191.5145522627523,50.55666707311704,0,0,0,1.7867886556445318,0.12994824398787677,0,0,2,0
order_000087,merch_014,1413.471784422787,13,12.128480580057216,5.7929162072904345,0,0,0,1.373676747566134,0.17282316250884766,0,1,0,0
order_000088,merch_002,431.6768590425205,12,88.35346668666158,327.9153986644686,0,0,0,1.7324931469169331,0.035955000287029006,0,0,0,0
order_000089,merch_006,609.6640546472145,11,212.0695658079227,300.9108964343101,0,0,0,0.8236581240335353,0.21234744441281844,0,0,0,0
order_000090,merch_020,368.20242613494645,18,8.957338102338447,36.741545739057784,0,0,6,1.7840073143905002,0.7389903600923684,1,0,2,0
order_000091,merch_005,1809.3685489807156,10,511.6722714477211,100.99667107061786,0,0,0,0.7880649854702426,0.26981752926505903,0,0,0,0
order_000092,merch_001,211.80854497422226,11,251.9405681012063,218.35368117032453,0,1,1,0.9374733543883373,0.29326072294381805,0,0,0,0
order_000093,merch_002,357.2241493291468,21,117.19256924097597,278.35931715969986,0,0,0,1.0018746267965195,0.3772849077362483,0,0,1,0
order_000094,merch_011,885.2581940798023,15,291.7956110764383,362.58150179313,0,0,0,1.4477226062679747,0.12949725111018082,0,0,1,0
order_000095,merch_003,665.9485298557399,7,110.60873215552907,134.06866940297266,0,0,0,2.665925742838266,0.21326712300838496,0,0,0,0
order_000096,merch_001,3246.065956793436,17,84.52152281472816,0.0,0,0,1,1.389148150985726,0.08654301227879621,0,1,2,0
order_000097,merch_020,467.73353476806346,16,304.0570588646271,713.0736229707298,0,0,0,1.3444216133703648,0.27322237727189186,0,0,1,0
order_000098,merch_008,515.7393744125328,14,19.189711211502583,433.7895834851926,0,0,0,0.5698268430449337,0.02513672454587327,0,0,0,0
order_000099,merch_004,612.0469055069456,13,69.38500753013547,248.0504131246583,0,0,1,1.252005232355371,0.21212608454551224,0,1,0,0
order_000100,merch_013,1340.2808021024707,16,0.0,294.4769454957893,0,0,0,1.0523277573906216,0.4182513156466507,1,0,0,0
order_000101,merch_020,315.93189596519437,12,296.349044036045,7.620668795575341,0,0,0,0.8693208021587182,0.19879442774713246,0,0,0,0
order_000102,merch_003,322.22952125848076,13,46.76713141072269,160.66621326448464,0,0,0,1.1325268817429002,0.20317539325839046,0,1,0,0
order_000103,merch_017,497.926653861859,7,103.17410429787884,13.29628177616495,0,0,0,0.3864117687516151,0.09239548335549772,0,0,0,0
order_000104,merch_019,740.6108942357649,18,149.63786099674604,708.641279283211,0,0,0,1.0648281986306307,0.10687245365715678,0,0,0,0
order_000105,merch_008,1215.575059758504,15,591.0112061563451,228.86644906934396,0,0,0,0.5212866169260266,0.1660279461264022,0,0,0,0
order_000106,merch_005,992.6013562008859,16,0.0,341.6180178571749,0,0,0,1.3431098748108132,0.24786545334141577,0,0,0,0
order_000107,merch_020,144.0483195834438,10,98.19636557255734,48.62611493109231,0,0,1,1.5819468866517845,0.08794010485777529,0,0,2,0
order_000108,merch_012,1493.595982564652,9,10.923966044540645,39.639687622260084,0,0,0,0.931030444933389,0.578284205156506,0,0,0,0
order_000109,merch_013,768.4650879502401,9,127.97727199176671,237.86202817034743,0,0,1,0.7458063716290866,0.2683059267851718,0,0,0,0
order_000110,merch_014,850.5909563216745,8,1214.2711522705106,94.3386670189976,0,0,1,0.5484265699040537,0.07490922677504747,0,0,0,0
order_000111,merch_011,676.7561840228129,16,273.2890791933212,130.30043207075266,0,0,0,0.6109206756357558,0.08124944645335855,0,0,0,0
order_000112,merch_006,520.5187759858761,22,278.0316706654057,1617.716975009797,0,1,0,1.7137562629961158,0.39868639249300086,0,0,1,0
order_000113,merch_015,50.0,5,2.0313893529108005,14.960447591921284,1,0,1,1.562346235065886,0.5880063843572194,0,1,1,1
order_000114,merch_012,370.9241230980789,20,208.4659024804278,46.52120462814536,0,0,0,0.6261637293449319,0.26277528155095997,0,1,1,0
order_000115,merch_017,488.9060475149065,18,291.21364503376174,240.28611719498002,0,0,0,1.2025962959641665,0.2238593025718044,0,0,0,0
order_000116,merch_011,574.5003666800964,21,50.97763934632919,46.694458282507874,0,0,1,0.834972921161032,0.26857572137657476,0,1,0,0
order_000117,merch_002,2810.694056796545,10,39.21420664276111,259.15842631220977,0,0,1,2.2928715165005635,0.3406259501723161,0,0,0,0
order_000118,merch_009,3720.055403301647,20,16.0184835614668,24.362926097574125,1,0,6,3.5106468264252615,0.6945106843634292,0,1,0,0
order_000119,merch_002,697.4375580276279,7,76.16204683291204,16.99511367347707,0,0,0,2.1545776872211224,0.3358573856166133,0,1,1,0
order_000120,merch_011,8754.331135597104,11,56.88454891288308,57.72692210140976,0,0,0,1.7908680616431658,0.11891648465711113,0,0,0,0
order_000121,merch_006,216.15529020304567,11,85.67181741480587,35.90255204478255,0,0,0,2.824938974582945,0.10150240340428311,0,1,0,0
order_000122,merch_005,1422.083217038531,19,141.83871073651733,159.2566075752273,0,0,0,0.8950964800768773,0.4214910895689059,0,0,0,0
order_000123,merch_017,989.6059628514324,18,240.90741345308825,274.98278986020165,0,0,0,0.6574997352456476,0.1623843090072327,0,0,0,0
order_000124,merch_020,660.3264782447936,15,402.8135179433794,57.96411668046953,0,0,0,2.861887654890861,0.5157609574785671,0,0,0,0
order_000125,merch_002,1930.0979664734793,13,102.45957869958977,302.410646477265,0,0,0,0.40921174654417114,0.1984191343903832,0,0,0,0
order_000126,merch_010,492.28581035714274,12,35.854565527140736,155.35897889773048,0,0,0,0.547066667356439,0.38942543017509496,0,0,1,0
order_000127,merch_003,2055.573809863948,18,65.45928341899207,776.4892722187175,0,0,0,0.838244175389635,0.04551646913842157,0,0,0,0
order_000128,merch_008,885.450899974211,9,101.35325692831377,311.0118193619687,0,0,1,1.7776151857559312,0.18564073626758368,0,0,0,0
order_000129,merch_011,199.11258498901697,15,258.0926520897402,61.275261357958314,0,0,1,1.1575854171276598,0.6178277526880446,0,0,0,0
order_000130,merch_008,353.2184778103864,8,584.656324189243,15.978994723824414,0,0,0,0.7441446105296308,0.0584284434461671,0,0,3,0
order_000131,merch_009,799.4500900206332,9,50.95284309071651,80.60516166545864,0,0,1,0.7665866747150906,0.1147753449358719,0,0,0,0
order_000132,merch_007,151.39689845058786,16,43.86432960361681,243.5925293081183,0,0,0,0.8912744619551984,0.08014457344725745,0,0,0,0
order_000133,merch_010,2806.1895257863666,8,328.7997001610601,121.03324001636065,0,0,0,1.0051084785024216,0.25580854410231046,0,0,0,0
order_000134,merch_018,752.3380610872708,19,223.34913842103947,405.05338718162227,0,0,0,0.7363299340614375,0.03665009024846371,0,0,1,0
order_000135,merch_012,3216.3718475853666,11,171.48710538161896,211.4234643338982,0,0,1,0.6282853368508341,0.0188903201319105,0,0,0,0
order_000136,merch_018,872.2148446481285,17,59.33297188744393,112.66129551157009,0,0,0,0.3064703299382358,0.11026346996494785,0,0,0,0
order_000137,merch_003,460.43237939926007,17,78.0369048394487,534.5080708675779,0,0,0,1.0569304877803098,0.23577797911164217,0,1,0,0
order_000138,merch_011,331.76308057636766,18,238.31979962313977,618.764295165856,0,0,0,0.7540519195091727,0.09904522876208806,0,0,1,0
order_000139,merch_002,237.54397679692076,14,906.9683453952608,600.1754332625513,0,0,1,0.6726064862979765,0.10466305342038629,0,1,0,0
order_000140,merch_015,5400.063675088317,7,247.2500977734078,1598.9471984985678,0,0,0,1.0593176996767077,0.2887961331805883,0,1,1,0
order_000141,merch_008,773.5372701536082,21,70.45534159282755,101.98921518313958,0,1,0,0.8370341128318641,0.226807054791464,0,0,0,0
order_000142,merch_012,2450.119031131208,11,0.0,90.98244670641898,0,0,0,1.7734611690390756,0.5572612629790181,0,0,0,0
order_000143,merch_002,271.8183253075682,16,29.957007025095436,225.89140695126287,0,0,0,1.3431152958285042,0.09420906387462867,0,0,0,0
order_000144,merch_011,530.8107102521108,10,142.37734522271109,1142.5874012715306,0,1,0,0.7675609254766812,0.2823487493484406,0,1,1,0
order_000145,merch_002,50.0,8,90.95615848196711,41.63206798078594,0,1,0,0.8132877465815369,0.4094188699272446,0,0,0,0
order_000146,merch_005,857.3446910432936,21,25.309299208188506,11.620601399237897,0,0,2,1.3138500912867763,0.21711790215565505,0,0,1,0
order_000147,merch_004,1464.1558964945239,13,75.59486037325642,250.88128256198618,0,0,0,1.2952888390663302,0.24040902619395438,0,0,0,0
order_000148,merch_004,86.10296021130095,19,365.29712628202634,0.0,0,0,0,1.0143161247494836,0.16346575701477017,0,0,0,0
order_000149,merch_019,676.5952692638251,10,78.46267113816344,83.54365262344398,0,0,0,0.8666684540046757,0.22675195235102868,0,0,1,0
order_000150,merch_011,549.1399995532304,9,7.277645172868317,167.84327019432516,0,0,0,1.038528058670488,0.1349323927896245,0,0,0,0
order_000151,merch_006,605.2709622016773,10,263.5778073318058,456.37648410779894,0,0,0,0.7534473929896183,0.18286620329636577,0,0,0,0
order_000152,merch_004,471.3235932478817,5,174.84869803965827,0.0,0,0,0,1.0667081805977312,0.24011708141098623,0,0,0,0
order_000153,merch_015,534.7861331078614,13,52.49271888531041,280.45869623131205,0,0,0,0.7857742689786891,0.24204721497718676,0,0,2,0
order_000154,merch_014,1121.9217653683907,13,40.4106227413896,489.6591982774433,0,0,1,0.3848314036998999,0.5089073969537697,0,0,0,0
order_000155,merch_015,414.27756107291714,9,29.540670699142048,128.8794453259038,0,0,0,0.9601261377653304,0.1321280498229186,0,0,2,0
order_000156,merch_012,4440.594507389507,4,330.53397038042783,16.889540207801865,0,0,0,0.5542266936496131,0.13590102014239575,0,0,0,0
order_000157,merch_008,3295.46799288124,8,122.77516235834811,373.2966420118673,0,0,0,0.8758248388568017,0.23743479931269862,0,0,0,0
order_000158,merch_007,269.9589287349792,12,175.03625307478842,862.7369790624423,0,0,0,0.6688127496811083,0.15555127867505097,0,0,0,0
order_000159,merch_008,1452.2033801907871,14,309.38310288173847,162.83765946106493,0,0,1,0.6973213917062997,0.05998712279989801,0,0,0,0
order_000160,merch_006,1851.3042503614142,13,238.7958922374537,387.8540943985645,0,0,0,0.7276955822884073,0.43706440115064427,0,0,0,0
order_000161,merch_003,876.3790174002418,10,41.35238959263953,442.6717199379364,0,0,0,0.7972286723600474,0.2591127714775119,0,0,0,0
order_000162,merch_004,452.52543990048906,22,142.3793529192861,251.69615795149494,0,0,0,1.0964964464798994,0.4562312559938802,0,1,0,0
order_000163,merch_003,936.9792316458182,21,148.93947150768673,542.3719124810956,0,1,3,0.728034937065227,0.20965715610736946,0,0,0,0
order_000164,merch_002,362.7184020036247,15,39.50497651653766,385.11931422114327,0,0,0,0.844583412803096,0.28645544403383827,0,0,1,0
order_000165,merch_011,3783.2573184242056,15,298.3740567891656,629.5532543715207,0,0,3,0.7690595516539462,0.1329500974574362,0,0,0,0
order_000166,merch_002,3329.1180408325945,10,108.2527630428164,449.96381683012754,0,0,1,0.7768183460119,0.12969915495630566,0,0,0,0
order_000167,merch_003,876.5167890670743,9,2.6560725293532697,332.3396526317635,0,1,0,0.8217823512990328,0.11581563496297753,0,1,1,0
order_000168,merch_013,7025.302909463295,12,16.96290516532204,342.4919169728306,0,0,1,1.5555200168458434,0.18580016908123548,0,1,0,0
order_000169,merch_009,3874.9652673940986,13,29.885633633572773,114.14540781888665,0,1,0,0.770643080231071,0.21970820831393276,0,0,1,0
order_000170,merch_008,196.70753023728628,4,508.36639063207076,245.1760315819032,0,0,0,0.5749348080106381,0.07919040214736303,0,1,0,0
order_000171,merch_003,2390.5882125561693,12,260.60942204880166,167.32772953924245,0,0,1,1.4498542545061814,0.6085325014814384,0,0,0,0
order_000172,merch_005,1013.3808399162158,10,199.59689291389597,0.0,0,1,0,1.5313570546719597,0.6027575535605024,0,0,0,0
order_000173,merch_012,528.1901697826511,11,109.48394996528461,589.2635666392587,0,0,0,0.47034207640078585,0.04989355483226772,0,0,1,0
order_000174,merch_019,195.99875426256267,3,17.9389145688314,30.59765069286746,1,0,2,3.7984945653331037,0.8462726457194921,0,1,3,0
order_000175,merch_002,143.8486969829629,6,448.5330938142651,100.44391288388225,0,0,0,1.1630889542157425,0.18583071377433202,1,0,0,0
order_000176,merch_013,1056.4128364681906,16,38.462507969126435,311.29276918249343,0,0,1,0.5010834208635436,0.18101753828735215,0,0,0,0
order_000177,merch_012,909.8915016994235,19,3.978100765158922,1.874167372562213,1,1,6,1.3102941011552691,0.5131728547708618,0,0,2,1
order_000178,merch_002,169.31612518363488,11,122.58257903003526,4.7662435911155985,0,0,1,2.087544776546581,0.17339270783810223,0,0,0,0
order_000179,merch_001,361.16213636553465,6,102.99833855796618,68.49716172284262,0,0,1,0.9001747977667448,0.09941939278581942,0,0,1,0
order_000180,merch_001,1554.6790785206122,14,80.3431812464951,67.01665344524416,0,0,0,1.1053227055097414,0.20274932322817085,0,0,0,0
order_000181,merch_011,50.0,5,314.8213817372304,384.68249018493213,0,0,0,1.0586179892296492,0.1802055863920597,0,0,0,0
order_000182,merch_016,3083.9004919072117,2,69.62083125102077,31.3725920764618,0,0,0,1.4355461319819165,0.27556941411489183,0,0,0,0
order_000183,merch_016,603.9635764575065,10,118.63775085499613,559.6155727246211,0,0,0,0.6988097945444431,0.2881771376270368,0,0,0,0
order_000184,merch_017,331.4441816571749,6,365.32955727882654,590.2486457502673,0,0,1,0.6701733437408142,0.10556852028703084,0,0,0,0
order_000185,merch_016,209.65508300734737,15,358.07698077567545,777.6113385308213,0,0,0,1.058110591561062,0.22211110578281468,0,0,2,0
order_000186,merch_005,3885.405485855017,16,1130.5635643307683,176.46738393555228,0,0,1,0.5749144100868788,0.1579324916208907,0,0,0,0
order_000187,merch_010,1103.1264914006408,20,222.50538306858093,126.71831029472771,0,0,1,0.6683542115627744,0.1271881584266693,0,0,0,0
order_000188,merch_015,2586.100810777923,13,379.50789441603206,281.5817111107905,0,0,0,1.4356799708739898,0.1300753562731414,0,0,0,0
order_000189,merch_018,156.24451044371997,11,42.95972177929014,161.1998793066261,0,0,1,1.2151572105711486,0.0658902253988618,0,0,0,0
order_000190,merch_009,778.4859080789874,16,72.21985221526417,68.37015890398504,0,0,0,2.4391183032009387,0.09874480918570469,0,0,0,0
order_000191,merch_008,643.9719708684155,11,7.771915642911239,40.49007677556336,1,0,1,0.617498907119874,0.4241801980639057,0,0,0,0
order_000192,merch_014,484.12288021424274,7,168.65574782194838,170.52821945304333,0,0,0,0.8974852947273577,0.2420218820887003,0,0,0,0
order_000193,merch_007,7645.442247500751,14,55.30309300436379,262.970139943762,0,0,0,1.429404912100081,0.25266442038585324,0,1,0,0
order_000194,merch_016,50.0,13,43.31892618972084,112.91311732071728,1,1,1,1.0709071707579378,0.07240610678985937,0,0,1,0
order_000195,merch_003,834.3889280540986,7,294.89615675637856,1895.965203285038,1,0,1,1.0195867329262225,0.09923152597744059,0,0,0,0
order_000196,merch_019,1581.5939296570589,18,156.64409542049916,22.46185721632266,0,0,0,0.9107772475096123,0.16218284866910254,0,0,1,0
order_000197,merch_017,937.9328438363887,15,188.7285940284337,615.0065080634158,0,0,1,1.056096087098417,0.30199828810077567,0,0,0,0
order_000198,merch_014,537.6275785904305,13,99.05891296032607,161.92730291093133,0,0,0,1.3386525989315454,0.031302537576787685,0,1,0,0
order_000199,merch_006,2698.6134050844444,15,161.373052626441,138.35219409512536,0,0,0,1.325790557913461,0.0225755472146693,1,0,1,0
order_000200,merch_009,891.4130286901083,14,123.14173128589411,67.87077914413146,0,1,1,0.7700971549694814,0.025032055343111877,0,0,0,0
order_000201,merch_003,821.5029830176986,13,113.40647836191535,31.736448113025087,0,0,0,1.002585374385333,0.08768809473563202,0,0,0,0
order_000202,merch_014,389.3409344036778,9,236.4137360823212,573.6368908332948,0,0,0,0.8462513281239457,0.06262046843468648,0,0,1,0
